"CUSEC","army","army_noHQ","army_nb","army_nb10","army_nb5","army_nb2","army_noHQ_nb","army_noHQ_nb10","army_noHQ_nb5","army_noHQ_nb2"
"2807915071",0,0,0,1,1,1,0,1,1,1
"2807914073",0,0,0,1,1,0,0,1,1,0
"2807914080",0,0,0,1,1,0,0,1,1,0
"2807914091",0,0,0,1,1,0,0,1,1,0
"2807915006",0,0,0,1,1,0,0,1,1,0
"2807915014",0,0,0,1,1,0,0,1,1,0
"2807915025",0,0,0,1,1,0,0,1,1,0
"2807915032",0,0,0,1,1,0,0,1,1,0
"2807915039",0,0,0,1,1,0,0,1,1,0
"2807915050",0,0,0,1,1,0,0,1,1,0
"2807915058",0,0,0,1,1,0,0,1,1,0
"2807915067",0,0,0,1,1,0,0,1,1,0
"2807915079",0,0,0,1,1,1,0,1,1,1
"2807915003",0,0,0,1,1,0,0,1,1,0
"2807915016",0,0,0,1,1,0,0,1,1,0
"2807915023",0,0,0,1,1,0,0,1,1,0
"2807915030",0,0,0,1,1,0,0,1,1,0
"2807915041",0,0,0,1,1,0,0,1,1,0
"2807915048",0,0,0,1,1,0,0,1,1,0
"2807915056",0,0,0,1,1,0,0,1,1,0
"2807915069",0,0,0,1,1,0,0,1,1,0
"2807915077",0,0,0,1,1,1,0,1,1,1
"2807915084",0,0,0,1,1,0,0,1,1,0
"2807915096",0,0,0,1,1,0,0,1,1,0
"2807915103",0,0,0,1,1,0,0,1,1,0
"2807915111",0,0,0,1,1,0,0,1,1,0
"2807915013",0,0,0,1,1,0,0,1,1,0
"2807915015",0,0,0,1,1,0,0,1,1,0
"2807915017",0,0,0,1,1,0,0,1,1,0
"2807915040",0,0,0,1,1,0,0,1,1,0
"2807915042",0,0,0,1,1,0,0,1,1,0
"2807915047",0,0,0,1,1,0,0,1,1,0
"2807915049",0,0,0,1,1,0,0,1,1,0
"2807915076",0,0,0,1,1,1,0,1,1,1
"2807915078",0,0,0,1,1,1,0,1,1,1
"2807915085",0,0,0,1,1,0,0,1,1,0
"2807915087",0,0,0,1,1,0,0,1,1,0
"2807915112",0,0,0,1,1,0,0,1,1,0
"2807915114",0,0,0,1,1,0,0,1,1,0
"2807915074",0,0,0,1,1,0,0,1,1,0
"2807915089",0,0,0,1,1,1,0,1,1,1
"2807915092",0,0,0,1,1,1,0,1,1,1
"2807915108",0,0,0,1,1,0,0,1,1,0
"2807915110",0,0,0,1,1,0,0,1,1,0
"2807915125",0,0,0,1,1,0,0,1,1,0
"2807915127",0,0,0,1,1,0,0,1,1,0
"2807915143",0,0,0,1,1,0,0,1,1,0
"2807915145",0,0,0,1,1,0,0,1,1,0
"2807915159",0,0,1,1,1,1,1,1,1,1
"2807915161",1,1,1,1,1,1,1,1,1,1
"2807915075",0,0,0,1,1,1,0,1,1,1
"2807915088",0,0,0,1,1,0,0,1,1,0
"2807915090",0,0,0,1,1,1,0,1,1,1
"2807915093",0,0,0,1,1,0,0,1,1,0
"2807915106",0,0,0,1,1,0,0,1,1,0
"2807915109",0,0,0,1,1,0,0,1,1,0
"2807915124",0,0,0,1,1,0,0,1,1,0
"2807915126",0,0,0,1,1,0,0,1,1,0
"2807915142",0,0,0,1,1,0,0,1,1,0
"2807915144",0,0,0,1,1,0,0,1,1,0
"2807915160",0,0,1,1,1,1,1,1,1,1
"2807915162",0,0,1,1,1,1,1,1,1,1
"2807915082",0,0,0,1,1,1,0,1,1,1
"2807915083",0,0,0,1,1,0,0,1,1,0
"2807915098",0,0,0,1,1,0,0,1,1,0
"2807915101",0,0,0,1,1,0,0,1,1,0
"2807915116",0,0,0,1,1,0,0,1,1,0
"2807915117",0,0,0,1,1,0,0,1,1,0
"2807915134",0,0,0,1,1,0,0,1,1,0
"2807915135",0,0,0,1,1,0,0,1,1,0
"2807915150",0,0,0,1,1,0,0,1,1,0
"2807915154",0,0,0,1,1,1,0,1,1,1
"2807915168",0,0,0,1,1,1,0,1,1,1
"2807915170",0,0,0,1,1,1,0,1,1,1
"2807915100",0,0,0,1,1,0,0,1,1,0
"2807915118",0,0,0,1,1,0,0,1,1,0
"2807915119",0,0,0,1,1,0,0,1,1,0
"2807915132",0,0,0,1,1,0,0,1,1,0
"2807915133",0,0,0,1,1,0,0,1,1,0
"2807915151",0,0,0,1,1,0,0,1,1,0
"2807915153",0,0,0,1,1,0,0,1,1,0
"2807915171",0,0,0,1,1,1,0,1,1,1
"2807915172",0,0,1,1,1,1,1,1,1,1
"2807916003",0,0,0,1,1,0,0,1,1,0
"2807916004",0,0,0,1,1,0,0,1,1,0
"2807915121",0,0,0,1,1,0,0,1,1,0
"2807915123",0,0,0,1,1,0,0,1,1,0
"2807915147",0,0,0,1,1,0,0,1,1,0
"2807915149",0,0,0,1,1,0,0,1,1,0
"2807915155",0,0,0,1,1,1,0,1,1,1
"2807915157",0,0,0,1,1,1,0,1,1,1
"2807915181",0,0,0,1,1,0,0,1,1,0
"2807916001",0,0,0,1,1,1,0,1,1,1
"2807916008",0,0,0,1,1,0,0,1,1,0
"2807916011",0,0,0,1,1,0,0,1,1,0
"2807915115",0,0,0,1,1,0,0,1,1,0
"2807915122",0,0,0,1,1,0,0,1,1,0
"2807915129",0,0,0,1,1,0,0,1,1,0
"2807915136",0,0,0,1,1,0,0,1,1,0
"2807915141",0,0,0,1,1,0,0,1,1,0
"2807915148",0,0,0,1,1,0,0,1,1,0
"2807915156",0,0,0,1,1,1,0,1,1,1
"2807915163",0,0,1,1,1,1,1,1,1,1
"2807915167",0,0,1,1,1,1,1,1,1,1
"2807915175",0,0,0,1,1,0,0,1,1,0
"2807915182",0,0,0,1,1,1,0,1,1,1
"2807916012",0,0,0,1,1,0,0,1,1,0
"2807915086",0,0,0,1,1,0,0,1,1,0
"2807915094",0,0,0,1,1,0,0,1,1,0
"2807915105",0,0,0,1,1,0,0,1,1,0
"2807915113",0,0,0,1,1,0,0,1,1,0
"2807915120",0,0,0,1,1,0,0,1,1,0
"2807915131",0,0,0,1,1,0,0,1,1,0
"2807915146",0,0,0,1,1,0,0,1,1,0
"2807915158",0,0,0,1,1,1,0,1,1,1
"2807915165",0,0,0,1,1,1,0,1,1,1
"2807915173",0,0,0,1,1,1,0,1,1,1
"2807916002",0,0,0,1,1,1,0,1,1,1
"2807916009",0,0,0,1,1,0,0,1,1,0
"2807915102",0,0,0,1,1,0,0,1,1,0
"2807915104",0,0,0,1,1,0,0,1,1,0
"2807915128",0,0,0,1,1,0,0,1,1,0
"2807915130",0,0,0,1,1,0,0,1,1,0
"2807915138",0,0,0,1,1,0,0,1,1,0
"2807915164",0,0,0,1,1,1,0,1,1,1
"2807915166",0,0,0,1,1,1,0,1,1,1
"2807915174",0,0,0,1,1,0,0,1,1,0
"2807915176",0,0,0,1,1,1,0,1,1,1
"2807916018",0,0,0,1,1,0,0,1,1,0
"2807916020",0,0,0,1,1,0,0,1,1,0
"2807916026",0,0,0,1,1,0,0,1,1,0
"2807916028",0,0,0,1,1,0,0,1,1,0
"2807915178",0,0,0,1,1,0,0,1,1,0
"2807915180",0,0,0,1,1,0,0,1,1,0
"2807916014",0,0,0,1,1,0,0,1,1,0
"2807916016",0,0,0,1,1,0,0,1,1,0
"2807916030",0,0,0,1,1,0,0,1,1,0
"2807916032",0,0,0,1,1,0,0,1,1,0
"2807916034",0,0,0,1,1,0,0,1,1,0
"2807916047",0,0,0,1,1,0,0,1,1,0
"2807916049",0,0,0,1,1,0,0,1,1,0
"2807916064",0,0,0,1,1,0,0,1,1,0
"2807916066",0,0,0,1,1,0,0,1,1,0
"2807915177",0,0,0,1,1,0,0,1,1,0
"2807915179",0,0,0,1,1,0,0,1,1,0
"2807916013",0,0,0,1,1,0,0,1,1,0
"2807916015",0,0,0,1,1,0,0,1,1,0
"2807916031",0,0,0,1,1,0,0,1,1,0
"2807916033",0,0,0,1,1,0,0,1,1,0
"2807916048",0,0,0,1,1,0,0,1,1,0
"2807916050",0,0,0,1,1,0,0,1,1,0
"2807916065",0,0,0,1,1,0,0,1,1,0
"2807916067",0,0,0,1,1,0,0,1,1,0
"2807916083",0,0,0,1,1,1,0,1,1,1
"2807916005",0,0,0,1,1,0,0,1,1,0
"2807916006",0,0,0,1,1,0,0,1,1,0
"2807916021",0,0,0,1,1,0,0,1,1,0
"2807916025",0,0,0,1,1,0,0,1,1,0
"2807916039",0,0,0,1,1,1,0,1,1,1
"2807916040",0,0,0,1,1,1,0,1,1,1
"2807916057",0,0,0,1,1,0,0,1,1,0
"2807916058",0,0,0,1,1,0,0,1,1,0
"2807916073",0,0,0,1,1,1,0,1,1,1
"2807916076",0,0,0,1,1,1,0,1,1,1
"2807916091",0,0,0,1,1,0,0,1,1,0
"2807916035",0,0,0,1,1,1,0,1,1,1
"2807916037",0,0,0,1,1,1,0,1,1,1
"2807916044",0,0,0,1,1,1,0,1,1,1
"2807916046",0,0,0,1,1,0,0,1,1,0
"2807916070",0,0,0,1,1,1,0,1,1,1
"2807916072",0,0,0,1,1,1,0,1,1,1
"2807916077",0,0,0,1,1,1,0,1,1,1
"2807916079",0,0,0,1,1,1,0,1,1,1
"2807916081",0,0,0,1,1,1,0,1,1,1
"2807916105",0,0,0,1,1,1,0,1,1,1
"2807916109",0,0,0,1,1,1,0,1,1,1
"2807916007",0,0,0,1,1,1,0,1,1,1
"2807916022",0,0,0,1,1,0,0,1,1,0
"2807916024",0,0,0,1,1,0,0,1,1,0
"2807916041",0,0,0,1,1,1,0,1,1,1
"2807916042",0,0,0,1,1,1,0,1,1,1
"2807916056",0,0,0,1,1,0,0,1,1,0
"2807916059",0,0,0,1,1,0,0,1,1,0
"2807916074",0,0,0,1,1,0,0,1,1,0
"2807916075",0,0,0,1,1,1,0,1,1,1
"2807916093",0,0,0,1,1,1,0,1,1,1
"2807916096",0,0,0,1,1,0,0,1,1,0
"2807916110",0,0,0,1,1,0,0,1,1,0
"2807916019",0,0,0,1,1,0,0,1,1,0
"2807916027",0,0,0,1,1,0,0,1,1,0
"2807916038",0,0,0,1,1,1,0,1,1,1
"2807916045",0,0,0,1,1,0,0,1,1,0
"2807916052",0,0,0,1,1,0,0,1,1,0
"2807916071",0,0,0,1,1,1,0,1,1,1
"2807916078",0,0,0,1,1,1,0,1,1,1
"2807916090",0,0,0,1,1,1,0,1,1,1
"2807916099",0,0,0,1,1,1,0,1,1,1
"2807916106",0,0,0,1,1,1,0,1,1,1
"2807916117",0,0,0,1,1,0,0,1,1,0
"2807917008",0,0,0,1,1,1,0,1,1,1
"2807916082",0,0,0,1,1,1,0,1,1,1
"2807916085",0,0,0,1,1,1,0,1,1,1
"2807916102",0,0,0,1,1,0,0,1,1,0
"2807916104",0,0,0,1,1,0,0,1,1,0
"2807916119",0,0,0,1,1,1,0,1,1,1
"2807916121",0,0,0,1,1,0,0,1,1,0
"2807917013",0,0,0,1,1,0,0,1,1,0
"2807917015",0,0,0,1,1,0,0,1,1,0
"2807917028",0,0,0,1,1,1,0,1,1,1
"2807917031",0,0,0,1,1,1,0,1,1,1
"2807916051",0,0,0,1,1,0,0,1,1,0
"2807916053",0,0,0,1,1,0,0,1,1,0
"2807916055",0,0,0,1,1,0,0,1,1,0
"2807916060",0,0,0,1,1,0,0,1,1,0
"2807916087",0,0,0,1,1,1,0,1,1,1
"2807916089",0,0,0,1,1,1,0,1,1,1
"2807916098",0,0,0,1,1,0,0,1,1,0
"2807916100",0,0,0,1,1,0,0,1,1,0
"2807916125",0,0,0,1,1,0,0,1,1,0
"2807917009",0,0,0,1,1,1,0,1,1,1
"2807917011",0,0,0,1,1,1,0,1,1,1
"2807917036",0,0,0,1,1,1,0,1,1,1
"2807917038",0,0,1,1,1,1,1,1,1,1
"2807916086",0,0,0,1,1,1,0,1,1,1
"2807916101",0,0,0,1,1,0,0,1,1,0
"2807916103",0,0,0,1,1,0,0,1,1,0
"2807916118",0,0,0,1,1,1,0,1,1,1
"2807916120",0,0,0,1,1,0,0,1,1,0
"2807917012",0,0,0,1,1,0,0,1,1,0
"2807917014",0,0,0,1,1,0,0,1,1,0
"2807917029",0,0,0,1,1,1,0,1,1,1
"2807917032",0,0,0,1,1,1,0,1,1,1
"2807917050",0,0,0,1,1,0,0,1,1,0
"2807916017",0,0,0,1,1,0,0,1,1,0
"2807916029",0,0,0,1,1,0,0,1,1,0
"2807916036",0,0,0,1,1,1,0,1,1,1
"2807916043",0,0,0,1,1,1,0,1,1,1
"2807916054",0,0,0,1,1,0,0,1,1,0
"2807916061",0,0,0,1,1,0,0,1,1,0
"2807916069",0,0,0,1,1,1,0,1,1,1
"2807916080",0,0,0,1,1,1,0,1,1,1
"2807916088",0,0,0,1,1,1,0,1,1,1
"2807916097",0,0,0,1,1,0,0,1,1,0
"2807916115",0,0,0,1,1,0,0,1,1,0
"2807916092",0,0,0,1,1,1,0,1,1,1
"2807916111",0,0,0,1,1,0,0,1,1,0
"2807916112",0,0,0,1,1,1,0,1,1,1
"2807917002",0,0,0,1,1,0,0,1,1,0
"2807917006",0,0,0,1,1,0,0,1,1,0
"2807917007",0,0,0,1,1,1,0,1,1,1
"2807917020",0,0,0,1,1,0,0,1,1,0
"2807917021",0,0,0,1,1,0,0,1,1,0
"2807917041",1,1,0,1,1,0,0,1,1,0
"2807917042",0,0,1,1,1,1,1,1,1,1
"2807917061",0,0,0,1,1,1,0,1,1,1
"2807916113",0,0,0,1,1,0,0,1,1,0
"2807917003",0,0,0,1,1,0,0,1,1,0
"2807917004",0,0,0,1,1,0,0,1,1,0
"2807917022",0,0,0,1,1,0,0,1,1,0
"2807917023",0,0,0,1,1,0,0,1,1,0
"2807917039",0,0,1,1,1,1,1,1,1,1
"2807917043",0,0,1,1,1,1,1,1,1,1
"2807917059",0,0,0,1,1,1,0,1,1,1
"2807917060",0,0,0,1,1,1,0,1,1,1
"2807917079",0,0,0,1,1,0,0,1,1,0
"2807917080",0,0,0,1,1,0,0,1,1,0
"2807916114",0,0,0,1,1,0,0,1,1,0
"2807916116",0,0,0,1,1,0,0,1,1,0
"2807917016",0,0,0,1,1,0,0,1,1,0
"2807917018",0,0,0,1,1,0,0,1,1,0
"2807917025",0,0,0,1,1,1,0,1,1,1
"2807917027",0,0,0,1,1,1,0,1,1,1
"2807917054",0,0,0,1,1,1,0,1,1,1
"2807917057",0,0,0,1,1,1,0,1,1,1
"2807917064",0,0,0,1,1,1,0,1,1,1
"2807917066",0,0,0,1,1,1,0,1,1,1
"2807917093",0,0,0,1,1,0,0,1,1,0
"2807917095",0,0,0,1,1,0,0,1,1,0
"2807917047",0,0,0,1,1,1,0,1,1,1
"2807917072",0,0,0,1,1,1,0,1,1,1
"2807917074",0,0,0,1,1,1,0,1,1,1
"2807917083",0,0,0,1,1,0,0,1,1,0
"2807917085",0,0,0,1,1,0,0,1,1,0
"2807917109",0,0,0,1,1,1,0,1,1,1
"2807917111",0,0,1,1,1,1,1,1,1,1
"2807916122",0,0,0,1,1,0,0,1,1,0
"2807917010",0,0,0,1,1,1,0,1,1,1
"2807917017",0,0,0,1,1,0,0,1,1,0
"2807917024",0,0,0,1,1,1,0,1,1,1
"2807917037",0,0,0,1,1,1,0,1,1,1
"2807917046",0,0,0,1,1,1,0,1,1,1
"2807917053",0,0,0,1,1,1,0,1,1,1
"2807917058",0,0,0,1,1,1,0,1,1,1
"2807917065",0,0,0,1,1,1,0,1,1,1
"2807917073",0,0,0,1,1,1,0,1,1,1
"2807917082",0,0,0,1,1,0,0,1,1,0
"2807917086",0,0,0,1,1,0,0,1,1,0
"2807917094",0,0,0,1,1,0,0,1,1,0
"2807917101",0,0,0,1,1,1,0,1,1,1
"2807917019",0,0,0,1,1,0,0,1,1,0
"2807917026",0,0,0,1,1,1,0,1,1,1
"2807917035",0,0,0,1,1,1,0,1,1,1
"2807917048",0,0,0,1,1,0,0,1,1,0
"2807917055",0,0,0,1,1,1,0,1,1,1
"2807917063",0,0,0,1,1,1,0,1,1,1
"2807917075",0,0,0,1,1,0,0,1,1,0
"2807917084",0,0,0,1,1,0,0,1,1,0
"2807917092",0,0,0,1,1,0,0,1,1,0
"2807917103",0,0,0,1,1,1,0,1,1,1
"2807917110",0,0,0,1,1,1,0,1,1,1
"2807918004",0,0,0,1,0,0,0,1,0,0
"2807918015",0,0,0,1,0,0,0,1,0,0
"2807917052",0,0,0,1,1,0,0,1,1,0
"2807917069",0,0,0,1,1,1,0,1,1,1
"2807917071",0,0,0,1,1,1,0,1,1,1
"2807917089",0,0,0,1,1,0,0,1,1,0
"2807917091",0,0,0,1,1,0,0,1,1,0
"2807917104",0,0,0,1,1,0,0,1,1,0
"2807917106",0,0,1,1,1,1,1,1,1,1
"2807918008",0,0,0,1,0,0,0,1,0,0
"2807918010",0,0,0,1,0,0,0,1,0,0
"2807918025",0,0,0,1,0,0,0,1,0,0
"2807918027",0,0,0,1,0,0,0,1,0,0
"2807917033",0,0,1,1,1,1,1,1,1,1
"2807917049",0,0,0,1,1,0,0,1,1,0
"2807917051",0,0,0,1,1,1,0,1,1,1
"2807917068",0,0,0,1,1,1,0,1,1,1
"2807917070",0,0,0,1,1,1,0,1,1,1
"2807917087",0,0,0,1,1,0,0,1,1,0
"2807917090",0,0,0,1,1,0,0,1,1,0
"2807917105",0,0,0,1,1,0,0,1,1,0
"2807917107",0,0,0,1,1,1,0,1,1,1
"2807918009",0,0,0,1,0,0,0,1,0,0
"2807918011",0,0,0,1,0,0,0,1,0,0
"2807918028",0,0,0,1,0,0,0,1,0,0
"2807918041",0,0,0,1,0,0,0,1,0,0
"2807917062",0,0,0,1,1,1,0,1,1,1
"2807917076",0,0,0,1,1,1,0,1,1,1
"2807917078",0,0,0,1,1,0,0,1,1,0
"2807917097",0,0,0,1,1,0,0,1,1,0
"2807917098",0,0,0,1,1,0,0,1,1,0
"2807918002",0,0,0,1,0,0,0,1,0,0
"2807918003",0,0,0,1,0,0,0,1,0,0
"2807918016",0,0,0,1,0,0,0,1,0,0
"2807918017",0,0,0,1,0,0,0,1,0,0
"2807918020",0,0,0,1,0,0,0,1,0,0
"2807918034",0,0,0,1,0,0,0,1,0,0
"2807918035",0,0,0,1,0,0,0,1,0,0
"2807918053",0,0,0,1,0,0,0,1,0,0
"2807919022",0,0,0,1,1,0,0,1,1,0
"2807919023",0,0,0,1,1,0,0,1,1,0
"2807917099",0,0,0,1,1,0,0,1,1,0
"2807917113",0,0,0,1,1,1,0,1,1,1
"2807917114",0,0,0,1,1,0,0,1,1,0
"2807918018",0,0,0,1,0,0,0,1,0,0
"2807918019",0,0,0,1,0,0,0,1,0,0
"2807918033",0,0,0,1,0,0,0,1,0,0
"2807918050",0,0,0,1,0,0,0,1,0,0
"2807919003",0,0,0,1,1,0,0,1,1,0
"2807919004",0,0,0,1,1,0,0,1,1,0
"2807919021",0,0,0,1,1,0,0,1,1,0
"2807919024",0,0,0,1,1,0,0,1,1,0
"2807919041",0,0,0,1,1,0,0,1,1,0
"2807917108",0,0,0,1,1,0,0,1,1,0
"2807917112",0,0,0,1,1,0,0,1,1,0
"2807918006",0,0,0,1,0,0,0,1,0,0
"2807918013",0,0,0,1,0,0,0,1,0,0
"2807918024",0,0,0,1,0,0,0,1,0,0
"2807918031",0,0,0,1,0,0,0,1,0,0
"2807918038",0,0,0,1,0,0,0,1,0,0
"2807918056",0,0,0,1,0,0,0,1,0,0
"2807918063",0,0,0,1,0,0,0,1,0,0
"2807919009",0,0,0,1,1,0,0,1,1,0
"2807919019",0,0,0,1,1,0,0,1,1,0
"2807919026",0,0,0,1,1,0,0,1,1,0
"2807919039",0,0,0,1,1,0,0,1,1,0
"2807918005",0,0,0,1,0,0,0,1,0,0
"2807918007",0,0,0,1,0,0,0,1,0,0
"2807918030",0,0,0,1,0,0,0,1,0,0
"2807918032",0,0,0,1,0,0,0,1,0,0
"2807918039",0,0,0,1,0,0,0,1,0,0
"2807919006",0,0,0,1,1,0,0,1,1,0
"2807919036",0,0,0,1,1,0,0,1,1,0
"2807919038",0,0,0,1,1,0,0,1,1,0
"2807919045",0,0,0,1,1,0,0,1,1,0
"2807919047",0,0,0,1,1,0,0,1,1,0
"2807920021",0,0,1,1,1,1,1,1,1,1
"2807920023",0,0,0,1,1,1,0,1,1,1
"2807918043",0,0,0,1,0,0,0,1,0,0
"2807918058",0,0,0,1,0,0,0,1,0,0
"2807918060",0,0,0,1,0,0,0,1,0,0
"2807919011",0,0,0,1,1,0,0,1,1,0
"2807919014",0,0,0,1,1,0,0,1,1,0
"2807919032",0,0,0,1,1,0,0,1,1,0
"2807919034",0,0,0,1,1,0,0,1,1,0
"2807919051",0,0,0,1,1,0,0,1,1,0
"2807920017",0,0,0,1,1,1,0,1,1,1
"2807920019",0,0,0,1,1,1,0,1,1,1
"2807920035",0,0,0,1,1,1,0,1,1,1
"2807920037",0,0,0,1,1,1,0,1,1,1
"2807917100",0,0,0,1,1,0,0,1,1,0
"2807917102",0,0,0,1,1,1,0,1,1,1
"2807918012",0,0,0,1,0,0,0,1,0,0
"2807918014",0,0,0,1,0,0,0,1,0,0
"2807918021",0,0,0,1,0,0,0,1,0,0
"2807918048",0,0,0,1,0,0,0,1,0,0
"2807919018",0,0,0,1,1,0,0,1,1,0
"2807919020",0,0,0,1,1,0,0,1,1,0
"2807919025",0,0,0,1,1,0,0,1,1,0
"2807919027",0,0,0,1,1,0,0,1,1,0
"2807919029",0,0,0,1,1,0,0,1,1,0
"2807920001",0,0,0,1,1,1,0,1,1,1
"2807918022",0,0,0,1,0,0,0,1,0,0
"2807918029",0,0,0,1,0,0,0,1,0,0
"2807918040",0,0,0,1,0,0,0,1,0,0
"2807918047",0,0,0,1,0,0,0,1,0,0
"2807918054",0,0,0,1,0,0,0,1,0,0
"2807919007",0,0,0,1,1,0,0,1,1,0
"2807919016",0,0,0,1,1,0,0,1,1,0
"2807919028",0,0,0,1,1,0,0,1,1,0
"2807919037",0,0,0,1,1,0,0,1,1,0
"2807920006",0,0,0,1,1,1,0,1,1,1
"2807920013",0,0,0,1,1,1,0,1,1,1
"2807920020",0,0,0,1,1,1,0,1,1,1
"2807918044",0,0,0,1,0,0,0,1,0,0
"2807918061",0,0,0,1,0,0,0,1,0,0
"2807919012",0,0,0,1,1,0,0,1,1,0
"2807919015",0,0,0,1,1,0,0,1,1,0
"2807919033",0,0,0,1,1,0,0,1,1,0
"2807919035",0,0,0,1,1,0,0,1,1,0
"2807919050",0,0,0,1,1,0,0,1,1,0
"2807920016",0,0,0,1,1,1,0,1,1,1
"2807920018",0,0,0,1,1,1,0,1,1,1
"2807920034",0,0,0,1,1,1,0,1,1,1
"2807920036",0,0,0,1,1,1,0,1,1,1
"2807920053",0,0,0,1,1,1,0,1,1,1
"2807920056",0,0,0,1,1,1,0,1,1,1
"2807920009",0,0,0,1,1,1,0,1,1,1
"2807920010",0,0,0,1,1,1,0,1,1,1
"2807920024",0,0,0,1,1,1,0,1,1,1
"2807920027",0,0,0,1,1,1,0,1,1,1
"2807920028",0,0,0,1,1,1,0,1,1,1
"2807920042",0,0,0,1,1,1,0,1,1,1
"2807920043",0,0,0,1,1,0,0,1,1,0
"2807920066",0,0,0,1,1,1,0,1,1,1
"2807920067",0,0,1,1,1,0,1,1,1,0
"2807920082",0,0,0,1,1,1,0,1,1,1
"2807920086",0,0,0,1,1,1,0,1,1,1
"2807919046",0,0,0,1,1,0,0,1,1,0
"2807920002",1,1,0,1,0,0,0,1,0,0
"2807920015",0,0,0,1,1,1,0,1,1,1
"2807920022",0,0,0,1,1,1,0,1,1,1
"2807920029",0,0,0,1,1,1,0,1,1,1
"2807920041",0,0,0,1,1,1,0,1,1,1
"2807920049",0,0,0,1,1,1,0,1,1,1
"2807920059",0,0,0,1,1,1,0,1,1,1
"2807920072",0,0,0,1,1,1,0,1,1,1
"2807920079",0,0,0,1,1,1,0,1,1,1
"2807920087",0,0,0,1,1,1,0,1,1,1
"2807920100",0,0,0,1,1,1,0,1,1,1
"2807920003",0,0,0,1,1,1,0,1,1,1
"2807920007",0,0,0,1,1,1,0,1,1,1
"2807920012",0,0,0,1,1,1,0,1,1,1
"2807920014",0,0,0,1,1,1,0,1,1,1
"2807920038",0,0,0,1,1,1,0,1,1,1
"2807920040",0,0,0,1,1,1,0,1,1,1
"2807920048",0,0,0,1,1,1,0,1,1,1
"2807920050",0,0,0,1,1,1,0,1,1,1
"2807920078",0,0,1,1,1,1,1,1,1,1
"2807920080",0,0,0,1,1,1,0,1,1,1
"2807920088",0,0,0,1,1,1,0,1,1,1
"2807920091",0,0,0,1,1,1,0,1,1,1
"2807920115",0,0,0,1,1,1,0,1,1,1
"2807919043",0,0,0,1,1,0,0,1,1,0
"2807920008",0,0,0,1,1,1,0,1,1,1
"2807920011",0,0,0,1,1,1,0,1,1,1
"2807920025",0,0,0,1,1,1,0,1,1,1
"2807920026",0,0,0,1,1,1,0,1,1,1
"2807920044",0,0,0,1,1,1,0,1,1,1
"2807920046",0,0,0,1,1,1,0,1,1,1
"2807920065",0,0,0,1,1,1,0,1,1,1
"2807920068",0,0,0,1,1,0,0,1,1,0
"2807920083",0,0,1,1,1,1,1,1,1,1
"2807920103",0,0,0,1,1,1,0,1,1,1
"2807920104",0,0,0,1,1,1,0,1,1,1
"2807920118",0,0,1,1,1,1,1,1,1,1
"2807920121",0,0,0,1,1,0,0,1,1,0
"2807920032",0,0,0,1,1,1,0,1,1,1
"2807920039",0,0,0,1,1,1,0,1,1,1
"2807920047",0,0,0,1,1,1,0,1,1,1
"2807920063",0,0,0,1,1,1,0,1,1,1
"2807920070",0,0,0,1,1,0,0,1,1,0
"2807920077",0,0,1,1,1,1,1,1,1,1
"2807920090",0,0,0,1,1,1,0,1,1,1
"2807920098",0,0,0,1,1,1,0,1,1,1
"2807920105",0,0,0,1,1,1,0,1,1,1
"2807920109",0,0,0,1,1,1,0,1,1,1
"2807920116",0,0,0,1,1,0,0,1,1,0
"2807921001",0,0,0,1,1,0,0,1,1,0
"2807920031",0,0,0,1,1,1,0,1,1,1
"2807920033",0,0,0,1,1,1,0,1,1,1
"2807920062",0,0,0,1,1,1,0,1,1,1
"2807920064",0,0,0,1,1,1,0,1,1,1
"2807920069",0,0,0,1,1,0,0,1,1,0
"2807920097",0,0,0,1,1,1,0,1,1,1
"2807920099",0,0,0,1,1,1,0,1,1,1
"2807920106",0,0,0,1,1,1,0,1,1,1
"2807920108",0,0,0,1,1,0,0,1,1,0
"2807921009",0,0,0,1,1,0,0,1,1,0
"2807921011",0,0,0,1,1,0,0,1,1,0
"2807920101",0,0,0,1,1,1,0,1,1,1
"2807920102",0,0,0,1,1,1,0,1,1,1
"2807921015",0,0,0,1,0,0,0,1,0,0
"2807921017",0,0,0,1,1,0,0,1,1,0
"2807920051",0,0,0,1,1,1,0,1,1,1
"2807920055",0,0,0,1,1,1,0,1,1,1
"2807920058",0,0,0,1,1,1,0,1,1,1
"2807920073",0,0,1,1,1,1,1,1,1,1
"2807920075",0,0,0,1,1,1,0,1,1,1
"2807920092",0,0,0,1,1,1,0,1,1,1
"2807920095",0,0,0,1,1,1,0,1,1,1
"2807920110",0,0,0,1,1,1,0,1,1,1
"2807920112",0,0,0,1,1,0,0,1,1,0
"2807921005",0,0,0,1,1,0,0,1,1,0
"2807921007",0,0,0,1,1,0,0,1,1,0
"2807921023",0,0,0,1,1,0,0,1,1,0
"2807921026",0,0,0,1,1,0,0,1,1,0
"2807921008",0,0,0,1,1,0,0,1,1,0
"2807921012",0,0,0,1,1,0,0,1,1,0
"2807921020",0,0,0,1,0,0,0,1,0,0
"2807921028",0,0,0,1,1,0,0,1,1,0
"2808001007",0,0,0,0,0,0,0,0,0,0
"2808001014",0,0,0,0,0,0,0,0,0,0
"2807920074",0,0,0,1,1,1,0,1,1,1
"2807920076",0,0,0,1,1,1,0,1,1,1
